jobs: [(21,1), (2,14), (3,12), (5,10), (3,18), (3,20), (20,4), (3,29), (3,32), (6,16), (3,33), (10,10), (3,34), (14,8), (26,5), (22,7), (15,11), (22,8), (8,23), (7,30), (22,13), (15,20), (34,9), (15,22), (36,11), (20,25), (18,28), (25,22), (16,38), (36,17), (33,19), (32,20), (28,24), (22,39), (23,38), (39,24), (32,32), (27,39), (33,32), (39,30)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(1,12), (19,1), (2,11), (6,4), (2,13), (9,4), (2,26), (3,28), (3,29), (3,31), (6,16), (3,34), (8,13), (19,7), (5,35), (8,22), (27,7), (20,13), (31,9), (12,25), (8,38), (9,36), (13,26), (11,33), (23,17), (20,23), (14,35), (35,14), (28,20), (17,38), (19,35), (33,22), (22,34), (20,38), (36,22), (39,27), (38,28), (30,38), (33,39), (39,40)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(4,1), (13,1), (9,5), (6,9), (36,2), (2,38), (10,10), (9,12), (7,18), (6,23), (35,4), (35,4), (4,39), (16,10), (33,5), (16,12), (15,16), (14,22), (29,11), (32,10), (14,23), (19,17), (13,25), (34,10), (11,36), (26,19), (14,37), (27,20), (19,29), (23,24), (24,24), (20,30), (33,22), (35,25), (29,33), (36,33), (34,36), (36,34), (39,32), (37,39)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(1,2), (2,1), (14,1), (12,3), (13,3), (8,8), (10,7), (11,7), (3,28), (4,21), (11,8), (10,9), (5,19), (14,7), (8,14), (40,3), (4,35), (8,19), (15,13), (11,18), (11,21), (36,7), (33,8), (8,36), (17,17), (23,13), (8,38), (10,35), (18,20), (17,27), (29,16), (26,21), (39,14), (21,34), (19,38), (30,29), (40,22), (35,29), (30,37), (40,31)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(7,4), (52,1), (11,5), (7,9), (16,4), (3,23), (2,36), (4,32), (17,8), (2,70), (47,4), (12,16), (6,33), (9,25), (8,30), (35,7), (14,19), (10,27), (6,50), (65,5), (6,56), (23,15), (39,9), (6,66), (14,29), (75,6), (56,9), (22,25), (57,10), (59,10), (30,21), (13,49), (15,46), (15,46), (30,23), (16,50), (33,26), (40,22), (44,20), (23,42), (44,22), (62,16), (64,17), (62,18), (75,15), (49,23), (54,22), (35,34), (51,24), (52,25), (52,28), (77,20), (55,29), (62,29), (34,57), (51,38), (54,36), (45,47), (54,40), (41,53), (42,52), (43,60), (52,53), (51,59), (76,41), (46,70), (76,44), (71,49), (67,52), (74,48), (64,61), (80,49), (76,52), (71,58), (68,62), (67,69), (80,60), (75,70), (77,70), (73,77)]
iter5: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(1,3), (26,2), (4,28), (64,2), (11,12), (1,157), (11,15), (15,12), (50,4), (17,12), (42,6), (102,3), (116,3), (121,3), (124,3), (16,26), (20,25), (103,5), (16,34), (39,15), (9,69), (17,42), (6,120), (81,9), (5,149), (5,150), (7,115), (27,32), (11,80), (147,6), (6,155), (47,20), (14,69), (99,10), (95,11), (88,14), (141,10), (107,14), (11,147), (16,102), (26,64), (21,80), (41,42), (29,63), (44,42), (138,14), (45,49), (124,18), (92,26), (26,96), (119,21), (116,23), (36,77), (25,119), (25,124), (47,66), (108,29), (27,117), (80,41), (157,21), (51,66), (23,155), (149,24), (149,24), (38,95), (23,158), (45,83), (110,34), (61,67), (149,29), (48,91), (73,61), (36,129), (64,73), (37,132), (68,72), (95,52), (47,107), (160,32), (92,56), (155,35), (77,73), (75,76), (40,143), (155,37), (40,148), (153,39), (44,139), (138,45), (47,139), (56,120), (89,76), (78,87), (123,56), (147,47), (151,47), (74,96), (138,52), (126,57), (150,48), (147,49), (71,104), (77,99), (50,155), (51,154), (87,91), (148,54), (153,54), (72,115), (60,141), (117,73), (59,145), (55,158), (83,109), (89,104), (131,71), (94,99), (83,113), (63,149), (159,60), (77,125), (75,130), (95,105), (99,102), (141,73), (143,73), (115,91), (73,144), (123,86), (144,74), (124,91), (141,82), (95,123), (147,80), (142,83), (94,129), (86,145), (132,96), (91,145), (118,117), (155,90), (145,98), (123,124), (121,127), (129,124), (101,159), (126,129), (133,123), (110,150), (119,139), (110,160), (115,155), (139,130), (122,151), (130,142), (157,128), (135,151), (150,136), (153,135), (160,151)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter5: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(7,7), (52,1), (62,1), (4,16), (100,1), (1,142), (7,30), (10,24), (9,27), (81,3), (8,32), (3,98), (11,34), (30,15), (116,4), (9,54), (9,57), (5,107), (11,54), (5,123), (29,22), (5,135), (21,33), (5,142), (7,107), (10,85), (63,14), (71,13), (16,59), (15,63), (7,138), (18,60), (8,136), (110,11), (13,102), (9,151), (80,17), (142,10), (20,73), (125,12), (84,19), (91,18), (61,27), (66,25), (24,69), (141,12), (102,17), (21,86), (81,24), (145,14), (22,93), (23,93), (143,15), (53,43), (55,42), (38,61), (118,21), (22,113), (49,51), (132,19), (76,34), (77,34), (29,96), (30,93), (46,65), (100,30), (35,86), (36,84), (24,128), (36,86), (29,111), (78,42), (29,113), (31,107), (109,31), (154,23), (37,99), (32,118), (64,59), (42,94), (90,44), (127,32), (88,48), (78,55), (38,118), (46,103), (67,71), (37,131), (72,68), (83,59), (92,55), (42,121), (74,70), (46,113), (68,77), (97,54), (141,38), (61,88), (122,44), (81,67), (101,54), (77,71), (39,144), (83,68), (51,112), (145,40), (39,149), (106,56), (88,68), (41,147), (85,75), (72,96), (82,88), (104,71), (98,79), (67,118), (52,153), (142,58), (82,101), (89,94), (59,143), (116,73), (122,77), (59,160), (90,108), (115,85), (80,126), (91,117), (121,88), (148,72), (69,156), (151,73), (150,74), (105,106), (121,92), (83,135), (130,88), (86,138), (126,97), (84,147), (94,132), (125,101), (112,116), (153,85), (136,98), (114,120), (147,94), (144,110), (107,149), (149,107), (109,154), (120,142), (134,135), (116,156), (116,157), (132,142), (122,160), (159,136), (152,144), (146,155)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(4,1), (39,1), (5,15), (2,64), (2,114), (114,2), (7,58), (11,38), (17,30), (4,149), (35,18), (92,7), (6,123), (31,25), (6,138), (32,27), (29,30), (35,25), (7,129), (12,76), (51,18), (102,9), (105,9), (41,24), (78,13), (128,9), (9,129), (45,26), (8,156), (62,21), (41,33), (36,38), (9,155), (10,148), (10,152), (98,16), (22,72), (24,66), (36,44), (59,29), (13,134), (34,54), (27,70), (81,24), (53,37), (26,81), (17,127), (121,18), (26,85), (131,17), (40,56), (17,132), (38,62), (36,67), (94,26), (16,156), (100,25), (24,105), (48,54), (18,157), (20,145), (100,29), (109,27), (19,156), (25,119), (137,22), (32,96), (79,39), (96,33), (46,69), (160,21), (113,30), (43,81), (90,41), (117,32), (68,56), (61,63), (77,52), (123,33), (60,68), (143,29), (77,56), (108,40), (32,137), (81,55), (156,29), (34,134), (52,89), (41,114), (67,70), (41,120), (156,32), (46,109), (44,114), (84,62), (150,36), (41,134), (49,118), (49,119), (78,77), (132,47), (71,89), (90,73), (153,43), (105,63), (46,144), (44,159), (154,46), (72,99), (133,54), (100,74), (152,49), (86,87), (89,85), (139,55), (67,115), (67,116), (121,68), (78,107), (128,66), (55,154), (115,76), (82,112), (61,156), (113,89), (78,131), (116,90), (99,108), (97,121), (151,78), (148,80), (154,78), (96,126), (99,124), (110,118), (114,114), (87,153), (115,117), (114,121), (91,152), (87,160), (145,97), (146,97), (147,98), (131,113), (102,147), (113,134), (142,112), (104,156), (113,145), (137,120), (145,115), (129,131), (116,149), (119,146), (120,146), (124,144), (150,138), (142,146), (156,144)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter5: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(77,1), (13,7), (107,1), (2,94), (22,9), (11,19), (19,12), (27,9), (78,4), (18,18), (33,12), (4,122), (76,7), (62,9), (14,41), (4,147), (25,24), (22,29), (61,11), (9,76), (12,59), (150,5), (74,11), (35,24), (86,10), (25,37), (23,41), (12,99), (17,71), (20,61), (9,150), (22,64), (42,35), (37,40), (17,89), (22,69), (37,42), (38,41), (131,12), (47,35), (19,92), (137,13), (14,128), (25,73), (27,78), (19,114), (43,52), (23,105), (23,105), (28,87), (63,39), (22,112), (146,17), (19,135), (55,47), (50,53), (48,56), (34,81), (32,89), (26,113), (53,57), (33,92), (25,123), (91,34), (115,27), (64,49), (137,23), (126,26), (73,46), (32,109), (64,55), (26,141), (94,39), (30,134), (32,127), (38,109), (40,105), (141,30), (84,52), (62,71), (40,113), (32,143), (33,140), (37,132), (79,62), (120,41), (112,46), (104,52), (72,76), (37,148), (61,90), (79,70), (49,118), (50,117), (87,71), (47,141), (58,116), (65,104), (56,132), (77,96), (109,71), (127,61), (144,55), (59,135), (116,69), (146,55), (53,152), (94,86), (146,58), (106,81), (71,125), (128,71), (96,97), (69,135), (117,80), (96,98), (93,102), (88,109), (95,101), (148,65), (83,118), (88,113), (111,90), (63,159), (89,113), (98,105), (152,68), (155,67), (79,133), (158,67), (156,68), (112,96), (145,75), (68,160), (129,86), (74,154), (78,150), (159,74), (86,140), (119,102), (154,81), (91,138), (159,80), (149,86), (154,86), (125,108), (141,104), (117,127), (123,121), (115,133), (103,149), (154,101), (115,138), (146,120), (153,116), (160,121), (153,128), (158,129), (153,136), (150,142)]
